name,brand,ingredients
VANILLA | 28, KAYALI,"Sd Alcohol 40-B/Alcohol Denat., Fragrance/Parfum, Water / Aqua / Eau, Butyl Methoxydibenzoylmethane, Alcohol, Tris(Tetramethylhydroxypiperidinol) Citrate, Ci 19140 (Yellow 5), Ci 60730 (Violet 2), Ci 14700 (Red 4), Citronellol, Coumarin, Limonene, Benzyl Salicylate, Butylphenyl Methylpropional."
LOVEFEST BURNING CHERRY | 48, KAYALI,"Sd Alcohol 40-B/Alcohol Denat., Fragrance/Parfum, Water/Aqua/Eau, Citral, Citronellol, Coumarin, Eugenol, Geraniol, Hydroxycitronellal, Isoeugenol, Limonene, Linalool, Anise Alcohol, Benzyl Alcohol, Benzyl Benzoate, Benzyl Cinnamate, Benzyl Salicylate. 70%"
UTOPIA VANILLA COCO | 21, KAYALI,"SD Alcohol 40-B/Alcohol Denat., Fragrance/Parfum, Water/Aqua/Eau, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Avobenzone/Butyl Methoxydibenzoylmethane, BHT, Citral, Geraniol, Limonene, Linalool, Benzyl Alcohol, Benzyl Salicylate."
MUSK | 12, KAYALI,"Sd Alcohol 40-B/Alcohol Denat., Fragrance/Parfum, Water / Aqua / Eau, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Alcohol, Tris(Tetramethylhydroxypiperidinol)Citrate, Ci 60730 (Violet 2), Bht, Ci 19140 (Yellow 5), Ci 14700 (Red 4), Alpha-Isomethyl Ionone, Coumarin, Butylphenyl Methylpropional."
DÉJÀ VU WHITE FLOWER | 57, KAYALI,"Sd Alcohol 40-B/Alcohol Denat., Fragrance/Parfum, Water/Aqua/Eau, Avobenzone/Butyl Methoxydibenzoylmethane, Alcohol, Tris(Tetramethylhydroxypiperidinol) Citrate, Yellow 5 / Ci 19140, Ext. Violet 2 / Ci 60730, Red 4 / Ci 14700, Citral, Citronellol, Eugenol, Farnesol, Geraniol, Hydroxycitronellal, Isoeugenol, Limonene, Linalool, Benzyl Alcohol, Benzyl Benzoate.70% Alcohol"
Vanilla Royale Sugared Patchouli | 64 Eau de Parfum Intense Travel Spray, KAYALI,"Sd Alcohol 40-B/Alcohol Denat., Fragrance/Parfum, Water/Aqua/Eau, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Cinnamyl Alcohol, Citronellol, Coumarin, Eugenol, Geraniol, Isoeugenol, Limonene, Linalool."
DÉJÀ VU WHITE FLOWER Hair Mist, KAYALI,"Water/Aqua/Eau, Fragrance/Parfum, Peg-40 Hydrogenated Castor Oil, Hydrogenated Starch Hydrolysate, Phenoxyethanol, Panthenol, Chlorphenesin, Glycerin, Aloe Barbadensis Leaf Juice Powder, Camellia Oleifera Seed Oil, Syringa Vulgaris (Lilac) Extract, Sodium Hydroxide, Tocopherol, Anise Alcohol, Methyl Benzoate, Benzoic Acid, Bht, Ethyl Benzoate, Benzyl Alcohol, Benzyl Benzoate, Citronellol, Farnesol, Geraniol, Isoeugenol, Linalool."
Chroma Absolu Anti-Frizz Leave-In Treatment for Color-Treated Hair, Kérastase,"Amino Acid, Lactic Acid and Tartaric Acid, Aqua/Water/Eau, Amodimethicone, Peg-40 Hydrogenated Castor Oil, Trideceth-5, Polyquaternium-37, Phenoxyethanol, Propylene Glycol Dicaprylate/Dicaprate, Glycerin, Tocopherol, Arginine, Phenyl Trimethicone, Trideceth-10, Lactic Acid, Ppg-1 Trideceth-6, Chlorhexidine Digluconate, Sorbitan Oleate, Acetic Acid, Quaternium-87, Sodium Hyaluronate, Extract, Tartaric Acid, Linalool, Propylene Glycol, Limonene, Geraniol, Hydroxycitronellal, Parfum/Fragrance. N279920/1."
Elixir Ultime Hydrating Hair Oil Serum, Kérastase,"Maize Oil, Procaxi Oil, Argan Oil, Camellia Oil, Cyclopentasiloxane, Dimethiconol, Zea Mays Germ Oil / Corn Germ Oil, Argania Spinosa Kernel Oil, Sclerocarya Birrea Seed Oil, Camellia Oleifera Seed Oil, Pentaclethra Macroloba Seed Oil, Caprylic/Capric Triglyceride, Linaloo, Alpha-isomethyl Ionone, Limonene, Coumarin, Benzyl Alcohol, Phyllanthus Emblica Fruit Extract, Tocopherol, Parfum / Fragrance."
Nutritive Heat Protecting Leave-In Treatment For Dry Hair, Kérastase,"Iris Root Extract, Rose Jelly Extract, HighThermo Protection, Water, C13-16 Isoparaffin, Propylene Glycol, Dimethicone, Triethanolamine, Phenoxyethanol, Peg/Ppg-17/18 Dimethicone, Carbomer, Potato Starch Modified, Behentrimonium Chloride, Hydroxypropyl Guar, Caprylyl Glycol, Polyquaternium-4, Amodimethicone, Poly(Linseed Oil), Linalool, Butylphenyl Methylpropional, Benzophenone-4, Hexyl Cinnamal, Benzyl Salicylate, Benzyl Alcohol, Citronellol, Alpha-Isomethyl Ionone, Trideceth-6, 2-Oleamido-1,3-Octadecanediol, Xylose, Hydroxycitronellal, Coumarin, Limonene, Iris Florentina / Iris Florentina Root Extract, Cetrimonium Chloride, Royal Jelly / Royal Jelly Extract, Fragrance."
Resistance Heat Protecting Leave In Treatment for Damaged Hair, Kérastase,"ProKeratine Complex, Ceramides, Resurrection Plant Sap, Water, Cyclopentasiloxane, Propylene Glycol, Dimethiconol, Triethanolamine, Phenoxyethanol, Peg/Ppg-17/18 Dimethicone, Carbomer, Behentrimonium Chloride, Polyquaternium-4, Potato Starch Modified, Hydroxypropyl Guar, Methylparaben, Limonene, Amodimethicone, Cetyl Alcohol, Quaternium-87, Behentrimonium Methosulfate, Quaternium-33, Trideceth-6, 2-Oleamido-1,3-Octadecanediol, Geraniol, Linalool, Glycerin, Citronellol, Citral, Cetrimonium Chloride, Trehalose, Tamarindus Indica Seed Polysaccharide, Myrothamnus Flabellifolia Leaf Extract, Fragrance."
Chroma Absolu Shampoo for Fine to Medium Color-Treated Hair, Kérastase,"Amino Acid, Lactic Acid, and Tartaric Acid, Aqua/Water/Eau, Sodium C14-16 Olefin Sulfonate, Cocamide Mea, Glycerin, Cocamidopropyl Betaine, Glycol Distearate, Sodium Lauroyl Sarcosinate, Hexylene Glycol, Citric Acid, Sodium Hydroxide, Sodium Chloride, Peg-55 Propylene Glycol Oleate, Propylene Glycol, Coco-Betaine, Sodium Benzoate, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Salicylic Acid, Carbomer, Benzoic Acid, Polyquaternium-7, Linalool, Limonene, Sodium Hyaluronate, Arginine, Centella asiatica Extract, Lactic Acid,CI 17200/Red 33, CI 19140/Yellow 5, Parfume/Fragrance N280447/1."
Resistance Hair Serum for Extremely Damaged Hair, Kérastase,"GlucoPeptide, Wheat Protein Derivative, Native Plant Cells, Cyclopentasiloxane, Dimethiconol, Dimethicone, Cetearyl Alcohol, Phenyl Trimethicone, Amodimethicone, Phenoxyethanol, Polyquaternium-37, Trideceth-5, Propylene Glycol Dicaprylate/Dicaprate, Steareth-20, Cetyl Hydroxyethylcellulose, Linalool, Glycerin, 2-Oleamido-1,3-Octadecanediol, Citronellol, Trideceth-10, Ppg-1 Trideceth-6, Geraniol, Glycine, Arginine, Proline, Tyrosine, Glutamic Acid, Chlorhexidine Digluconate, Serine, Benzyl Alcohol, Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Isoeugenol, Safflower Glucoside, Alpha-Isomethyl Ionone, Trehalose, Tamarindus Indica Seed Polysaccharide, Myrothamnus Flabellifolia Leaf Extract, Fragrance."
Chroma Absolu Strengthening Conditioner for Color-Treated Hair, Kérastase,"Amino Acid, Lactic Acid, and Tartaric Acid, Aqua/Water/Eau, Cetearyl Alcohol, Dicetyldimonium Chloride, Cetrimonium Chloride, Dimethicone, Cetyl Esters, Sodium Benzoate, Isopropyl Alcohol, Arginine, Citric Acid, Amodimethicone, Trideceth-10, Tartaric Acid, Chlorhexidine Digluconate, Peg-100 Stearate, Steareth-6, Phenoxyethanol, Linalool, Trideceth-3, Limonene, Sodium Hyaluronate, Centella asiatica Extract, Lactic Acid, Acetic Acid, Trisodium Hedta, Ci 17200/Red 33, Ci 19140/Yellow 5, Parfum/Fragrance. C279044/1."
Nutritive Hair Balm for Severely Dry Hair, Kérastase,"Benzoin Resin, Iris Root Extract, Ceramides, Water, Dimethicone, Cetearyl Alcohol, Glycerin, Phenyl Trimethicone, Amodimethicone, Fragrance, Polyquaternium-37, Dimethiconol, Phenoxyethanol, Trideceth-5, Propylene Glycol Dicaprylate/Dicaprate, Steareth-20, Cetyl Hydroxyethylcellulose, Trideceth-10, Ppg-1 Trideceth-6, Butylene Glycol, Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Glyceryl Linoleate, Chlorhexidine Digluconate, Citronellol, Alpha-Isomethyl Ionone, Benzyl Alcohol, Glyceryl Oleate, Helianthus Annuus Seed Oil / Sunflower Seed Oil, 2-Oleamido-1,3-Octadecanediol, Xylose, Boron Nitride, Safflower Glucoside, Acetic Acid, Iris Florentina Root Extract, Glyceryl Linolenate, Styrax Benzoin Gum, Tocopherol, Bht, Sodium Citrate."
Resistance Strengthening Shampoo for Damaged Lengths and Split Ends, Kérastase,"CreatineR, Taurine, Ceramides, Water, Sodium Laureth Sulfate, Coco-Betaine, Taurine, Cocamide Mipa, Sodium Chloride, Amodimethicone, Laureth-5 Carboxylic Acid, Ppg-5-Ceteth-20, Sodium Benzoate, Sodium Hydroxide, Citric Acid, Polyquaternium-10, Peg-55 Propylene Glycol Oleate, Propylene Glycol, Peg-60 Hydrogenated Castor Oil, Salicylic Acid, Amyl Cinnamal, Hexyl Cinnamal, Benzyl Alcohol, Linalool Hydroxycitronellal, Citronellol, Limonene, Creatine, 2-Oleamido-1,3-Octadecanediol, Benzyl Cinnamate, Sodium Acetate, Isopropyl Alcohol, Fragrance."
Blond Absolu Strengthening Conditioner, Kérastase,"Hyaluronic Acid, Edelweiss Flower, Aqua / Water, Cetearyl Alcohol, Amodimethicone, Hydroxypropyl Starch Phosphate, Isopropyl Myristate, Behentrimonium Chloride, Phenoxyethanol, Trideceth-5, Isopropyl Alcohol, Trideceth-6, Glycerin, Peg-150 Distearate, Caprylyl Glycol, Trideceth-10, Limonene, Cetrimonium Chloride, Citric Acid, Sodium Hyaluronate, Serine, Tocopherol, Acetic Acid, Ci 60730 / Ext. Violet 2, Leontopodium Alpinum Flower/Leaf Extract, Malva Sylvestris Flower Extract / Mallow Flower Extract, Sodium Benzoate, Potassium Sorbate, Parfum / Fragrance."
Blond Absolu Anti-Brass Purple Shampoo, Kérastase,"Hyaluronic Acid, Edelweiss Flower, UltraViolet Neutralizers, Aqua/Water/Eau, Sodium Laureth Sulfate, Coco-Betain, Sodium Chloride, Glycol Distearate, Parfum/Fragrance, Cocamide Mipa, Dimethicone, Citric Acid, Sodium Benzoate, Sodium Hydroxide, Hexylene Glycol, Ci 60730/Acid Violet 43, Salicylic Acid, Carbomer, Limonene, Guar Hydroxypropyltrimonium C H L O R I D E, Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Magnesium Acetate, Glycerin, Sodium Hyaluronate, Tocopherol, Aspartic Acid, Glycine, Arginine, Glutamic Acid, Phenoxyethanol, Leontopodium Alpinum Flower/Leaf Extract, Fumaric Acid, Malva Sylvestris Flower Extract/Mallow Flower Extract, Potassium Sorbate."
Blond Absolu Hydrating Illuminating Shampoo, Kérastase,"Hyaluronic Acid, Edelweiss Flower, Aqua / Water, Sodium Laureth Sulfate, Glycerin, Coco-Betaine, Sodium Chloride, Cocamide Mipa, Citric Acid, Sodium Benzoate, Sodium Hydroxide, Hexylene Glycol, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Salicylic Acid, Limonene, Tocopherol, Leontopodium Alpinum Flower/Leaf Extract, Sodium Hyaluronate, Malva Sylvestris Flower Extract / Mallow Flower Extract, Potassium Sorbate, Parfum / Fragrance."
Resistance Strengthening Conditioner for Damaged Lengths & Split Ends, Kérastase,"CreatineR, Maleic Acid, Ceramides, Water, Cetearyl Alcohol, Propylene Glycol, Maleic Acid, Ethanolamine, Behentrimonium Methosulfate, Stearamidopropyl Dimethylamine, Glycerin, Phenoxyethanol, Hydroxyethylcellulose, Quaternium-91, Polyquaternium-37, Benzoic Acid, Paraffinum Liquidum / Mineral Oil, Cetrimonium Chloride, Cetrimonium Methosulfate, Amyl Cinnamal, Hexyl Cinnamal, Benzyl Alcohol, Ppg-1 Trideceth-6, Linalool, Hydroxycitronellal, Acrylates Copolymer, Citronellol, Limonene, Creatine, 2-Oleamido-1,3-Octadecanediol, Benzyl Cinnamate, Sorbitan Oleate, Ci 19140 / Yellow 5, Ci 42090 / Blue 1, Fragrance."
Blond Absolu Overnight Recovery Treatment for Lightened Hair, Kérastase,"Hyaluronic Acid, Edelweiss Flower, Aqua / Water / Eau, Isopropyl Myristate, Dimethicone, Triethanolamine, Amodimethicone, Phenoxyethanol, Sodium Hyaluronate, Carbomer, Polyquaternium-4, Potato Starch Modified, Hydroxypropyl Guar, Behentrimonium Chloride, Trideceth-6, Limonene, Isopropyl Alcohol, Cetrimonium Chloride, Linalool, Glycerin, Citronellol, Leontopodium Alpinum Flower/Leaf Extract, Citric Acid, Sodium Benzoate, Potassium Sorbate, Parfum / Fragrance."
Blond Absolu Heat Protecting Leave-In Treatment for Blonde Hair, Kérastase,"Hyaluronic Acid, Edelweiss Flower, Water, Cetyl Alcohol, Cetearyl Alcohol, Cetyl Esters, Amodimethicone, Behentrimonium Methosulfate, Phenoxyethanol, Quaternium-33, Tocopherol, Behentrimonium Chloride, Trideceth-6, Limonene, Isopropyl Alcohol, Cetrimonium Chloride, Glycerin, Citric Acid, Sodium Hyaluronate, Serine, Ethylhexyl Salicylate, Linalool, Sodium Hydroxide, Ci 60730 / Ext. Violet 2, Citronellol, Leontopodium Alpinum Flower/Leaf Extract, Malva Sylvestris Flower Extract / Mallow Flower Extract, Sodium Benzoate, Potassium Sorbate, Fragrance."
Resistance Strengthening Conditioner for Damaged Hair, Kérastase,"ProKeratine Complex, Ceramides, Resurrection Plant Sap, Water, Sodium Laureth Sulfate, Disodium Cocoamphodiacetate, Glycol Distearate, Sodium Laureth-8 Sulfate, Hexylene Glycol, Sodium Chloride, Sodium Benzoate, Sodium Methylparaben, Magnesium Laureth-8 Sulfate, Magnesium Laureth Sulfate, Sodium Oleth Sulfate, Hydroxypropyl Guar Hydroxypropyl Trimonium Chloride, Alcohol Denat, Polyquaternium-30, Salicylic Acid, Ethylparaben, Carbomer, Magnesium Oleth Sulfate, Butylphenyl Methylpropional, Amyl Cinnamal, Benzyl Alcohol, Hexyl Cinnamal, Methylparaben, Linalool, Benzyl Salicylate, 2-Oleamido-1,3-Octadecanediol, Limonene, Citronellol, Cetyl Alcohol, Glycerin, Behentrimonium Methosulfate, Quaternium-33, Trehalose, Tamarindus Indica Seed Polysaccharide, Myrothamnus Flabellifolia Leaf Extract, Citric Acid, Sodium Hydroxide, Fragrance."
Resistance Strengthening Shampoo for Damaged Hair, Kérastase,"ProKeratine Complex, Ceramides, Resurrection Plant Sap, Water, Sodium Laureth Sulfate, Disodium Cocoamphodiacetate, Glycol Distearate, Sodium Laureth-8 Sulfate, Hexylene Glycol, Sodium Chloride, Sodium Benzoate, Sodium Methylparaben, Magnesium Laureth-8 Sulfate, Magnesium Laureth Sulfate, Sodium Oleth Sulfate, Hydroxypropyl Guar Hydroxypropyl Trimonium Chloride, Alcohol Denat, Polyquaternium-30, Salicylic Acid, Ethylparaben, Carbomer, Magnesium Oleth Sulfate, Butylphenyl Methylpropional, Amyl Cinnamal, Benzyl Alcohol, Hexyl Cinnamal, Methylparaben, Linalool, Benzyl Salicylate, 2-Oleamido-1,3-Octadecanediol, Limonene, Citronellol, Cetyl Alcohol, Glycerin, Behentrimonium Methosulfate, Quaternium-33, Trehalose, Tamarindus Indica Seed Polysaccharide, Myrothamnus Flabellifolia Leaf Extract, Citric Acid, Sodium Hydroxide, Fragrance."
Resistance Strengthening Shampoo for Extremely Damaged Hair, Kérastase,"GlucoPeptide, Wheat Protein Derivative, Native Plant Cells, Water, Sodium Laureth Sulfate, Coco-Betaine, Glycerin, Glycol Distearate, Amodimethicone, Sodium Chloride, Imethicone, Ppg-5-Ceteth-20, Sodium Benzoate, Polyquaternium-6, Peg-150 Distearate, Salicylic Acid, Linalool, 2-Oleamido-1,3-Octadecanediol, Carbomer, Trideceth-6, Citronellol, Glycine, Arginine, Proline, Tyrosine, Glutamic Acid, Geraniol, Serine, Hydroxypropyltrimonium, Hydrolyzed Wheat Protein, Cetrimonium Chloride, Benzyl Alcohol, Safflower Glucoside, Isoeugenol, Trehalose, Tamarindus Indica Seed Polysaccharide, Myrothamnus Flabellifolia Leaf Extract, Citric Acid, Sodium Hydroxide, Fragrance."
Nutritive Shampoo for Severely Dry Hair, Kérastase,"Benzoin Resin, Iris Root Extract, Ceramides, Water, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Glycerin, Cyclodextrin, Cocamide Mipa, Polyquaternium-10, Ppg-5-Ceteth-20, Sodium Benzoate, Isostearyl Neopentanoate, Carbomer, Salicylic Acid, Hexyl Cinnamal, Butylene Glycol, Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Glyceryl Linoleate, Boron Nitride, Glyceryl Oleate, Citronellol, Alpha-Isomethyl Ionone, Benzyl Alcohol, Sodium Acetate, Xylose, Safflower Glucoside, Helianthus Annuus Seed Oil / Sunflower Seed Oil, Isopropyl Alcohol, Phenoxyethanol, Iris Florentina / Iris Florentina Root Extract, Glyceryl Linolenate, Styrax Benzoin Gum, Tocopherol, Bht, Sodium Citrate, Sodium Hydroxide, Citric Acid, Fragrance."
Elixir Ultime Hydrating Shampoo, Kérastase,"AQUA / WATER, SODIUM LAURETH SULFATE, COCO-BETAINE, LAURETH-5 CARBOXYLIC ACID, COCAMIDE MEA, ISOPROPYL MYRISTATE, HEXYLENE GLYCOL, SODIUM CHLORIDE, CETEARETH-60 MYRISTYL GLYCOL, SODIUM BENZOATE, SODIUM HYDROXIDE, CITRIC ACID, POLYQUATERNIUM-10, PEG-60 HYDROGENATED CASTOR OIL, SALICYLIC ACID, CITRONELLOL, GERANIOL, ALPHA-ISOMETHYL IONONE, LIMONENE, CARAMEL, SODIUM ACETATE, ISOPROPYL ALCOHOL, SCLEROCARYA BIRREA SEED OIL, CI 19140 / YELLOW 5, CI 17200 / RED 33, PARFUM / FRAGRANCE. C219469/1."
Chroma Absolu High Shine Gloss Treatment for Color-Treated Hair, Kérastase,"Amino Acid, Lactic Acid, and Tartaric Acid, Alcohol Denat, Propylene Glycol, Aqua/Water/Eau, Caprylic/Capric Triglyceride, Myristyl Alcohol, Cetearyl Alcohol, Cetrimonium Chloride, Behentrimonium Methosulfate, Parfum/Fragrance, Lactic Acid, Peg-14 Dimethicone, Ppg-10 Methyl Glucose Ether, Di-C12-13 Alkyl Malate, Tocopherol, Tartaric Acid, Linalool, Limonene, Geraniol, Centella asiatica Extract, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate. N284231/1."
Initialiste Strengthening & Volumizing Advanced Scalp & Hair Serum , Kérastase,"SP94, Ceramides, Conditioning Agents and UV Filters, Green Tea Extract, Water, Polyquaternium-37, Paraffinum Liquidum/Mineral Oil, Amodimethicone, Polysorbate 20, Quaternium-87, Stearyl Alcohol, Menthoxypropanediol, Behentrimonium Chloride, Safflower Glucoside, Candelilla Cera/Candelilla Wax, PPG-1 Trideceth-6, Chlorhexidine Digluconate, Trideceth-6, Malus Domestica Fruit Cell Culture Extract, Polyquaternium-11, 2-Oleamido-1,3-Octadecanediol, Cetrimonium Chloride, Camellia Sinensis Leaf Extract, Fragrance."
Curl Manifesto Curl Defining Gel-Cream, Kérastase,"Manuka Honey, Ceramides, Aqua/Water/Eau, Cetearyl Alcohol, Glycerin, Isopropyl Myristate, Hydroxypropyl Guar, Bis-Diglyceryl Polyacyladipate-2, Cetearyl Glucoside, Sodium Benzoate, Cocos Nucifera Oil/Coconut Oil, Caprylyl Glycol, Butyrospermum Parkii Butter/Shea Butter, Sclerotium Gum, Benzyl Salicylate, Citric Acid, Linalool, Benzyl Alcohol, Mel Extract/Honey Extract, 2-Oleamido-1,3-Octadecanediol, Parfum/Fragrance."
Chronologiste L’Huile de Parfum Fragrance Hair Oil, Kérastase,"Abyssine, Hyaluronic Acid, Vitamin E, Cyclopentasiloxane, Dimethiconol, Parfum/Fragrance, Linalool, Argania Spinosa Kernel Oil, Helianthus Annuus Seed Oil/Sunflower Seed Oil, Limonene, Citronellol, Jasminum Grandiflorum Flower Extract/Jasmine Flower Extract, Benzyl Alcohol, Geraniol, Benzyl Benzoate, Tocopherol, Commiphora Myrrha Resin Extract."
Specifique Divalent Balancing Shampoo for Oily Scalp & Hair, Kérastase,"Amino Acid, Vitamin B6, Aqua/Water/Eau, Sodium Laureth Sulfate, Tea-Lauryl Sulfate, Cocamide MIPA, Disodium Cocoamphodiacetate, Glycol Distearate, Hexylene Glycol, Sodium Chloride, Citric Acid, Sodium Benzoate, Sodium Hydroxide, Capryloyl Glycine, Polyquaternium-11, Salicylic Acid, Carbomer, Pyridoxine HCI, Menthoxypropanediol, Guar Hydroxypropyltrimonium Chloride, Hexyl Cinnamal, Linalool, Hydroxycitronellal, Citronellol, Benzyl Alcohol, Fumaric Acid, Parfum/Fragrance."
Genesis Anti Hair-Fall Fortifying Blow-dry Fluid, Kérastase,"Edelweiss Native Cells, Ginger Root, Aqua / Water / Eau, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Dimethicone, Citric Acid, Hexylene Glycol, Sodium Benzoate, Sodium Hydroxide, Amodimethicone, Carbomer, Guar Hydroxypropyltrimonium Chloride, Trideceth-10, Glycerin, Salicylic Acid, Limonene, Glycol Distearate, Mica, Peg-100 Stearate, Linalool, Steareth-6, Phenoxyethanol, Coco-Betaine, Trideceth-3, Ci 77891 / Titanium Dioxide, Benzyl Salicylate, Coumarin, Zingiber Officinale Root Extract / Ginger Root Extract, Citral, Benzyl Alcohol, Citronellol, Acetic Acid, Fumaric Acid, Xylitylglucoside, Anhydroxylitol, Leontopodium Alpinum Callus Culture Extract, Xylitol, Xanthan Gum, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Parfum / Fragrance."
Curl Manifesto Lightweight Conditioner for Curly Hair, Kérastase,"Manuka Honey, Ceramides, Aqua/Water/Eau, Cetearyl Alcohol, Behentrimonium Chloride, Glycerin, Amodimethicone, Cetyl Esters, Potato Starch Modified, Isopropyl Alcohol, Shorea Robusta Seed Butter, Phenoxyethanol, Benzyl Salicylate, Trideceth-6, Linalool, Benzyl Alcohol, Candelilla Cera/Candelilla Wax/Cire De Candelilla, Chlorhexidine Digluconate, Cetrimonium Chloride, Mel Extract/Honey Extract, 2-Oleamido-1,3-Octadecanediol, Sodium Hydroxide, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Citric Acid, Parfum/Fragrance."
Discipline Smoothing Conditioner for Frizzy Hair, Kérastase,"MorphoKératine™ Complex, Surface Perfector, High Precision Care Agent, Water, Cetearyl Alcohol, Amodimethicone, Glycerin, Cetyl Esters, Cetrimonium Chloride, Dipalmitoylethyl Hydroxyethylmonium Methosulfate, Trideceth-6, Phenoxyethanol, Arginine, Glutamic Acid, Citric Acid, Benzyl Salicylate, Serine, Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Benzyl Alcohol, Chlorhexidine Digluconate, 2-Oleamido-1,3-Octadecanediol, Linalool, Alpha-Isomethyl Ionone, Fragrance."
Blond Absolu Strengthening Hair Oil for Very Damaged Blonde Hair, Kérastase,"EdelweissInOil, Cyclopentasiloxane, Dimethiconol, Parfum / Fragrance, Limonene, Helianthus Annuus Seed Oil / Sunflower Seed Oil, Linalool, Citronellol, Tocopherol, Leontopodium Alpinum Flower/Leaf Extract."
Fresh Affair Fine Fragrance & Oil-Absorbing Dry Shampoo, Kérastase,"Vitamin E, Rice Starch, Neroli, Butane, Alcohol Denat., Propane, Aluminum Starch Octenylsuccinate, Oryza Sativa Starch/Rice Starch, Diisopropyl Adipate, Disteardimonium Hectorite, Limonene, Linalool, Tocopheryl Acetate, Ascorbyl Palmitate, Butylene Glycol, Helianthus Annuus Seed Extract/Sunflower Seed Extract, Citral, Hydroxycitronellal, Geraniol, Parfum/Fragrance."
FUSIO SCRUB Purifying Scalp Scrub, Kérastase,"Sea Salt, Vitamin B6, Salicylic Acid, Helianthus Annuus Seed Oil / Sunflower Seed Oil, Citrus Limon Peel Oil / Lemon Peel Oil, Limonene, Parfum / Fragrance, Citral, Zingiber Officinale Root Oil / Ginger Root Oil, Pelargonium Graveolens Flower Oil, Linalool, Citronellol, Geraniol, Hydroxycitronellal, Hexyl Cinnamal."
Resistance Strengthening Scalp & Hair Serum for Damaged Hair, Kérastase,"Creatine R, Ceramides, Water, Polyquaternium-37, Paraffinum Liquidum / Mineral Oil, Amodimethicone, Polysorbate 2, Quaternium-7, Stearyl Alcohol, Menthoxypropanediol, Behentrimonium Chloride, Safflower Glucoside, Maltodextrin, Propylene Glycol, Candelilla Cera / Candelilla Wax, Ppg-1 Trideceth-6, Propanediol, Chlorhexidine Digluconate, Isopropyl Alcohol, Trideceth-6, Acrylates Copolymer, Sorbitan Oleate, Polyquaternium-11, Rose Extract, 2-Oleamido-1, 3-Octadecanediol, Cetrimonium Chloride, Camellia Sinensis Leaf Extract, Xanthan Gum, Tocopherol, Bht, Sodium Citrate, Fragrance."
Nutritive Shampoo for Dry Hair, Kérastase,"Glucose, Lipids, Iris Rhizome Extract, Water, Sodium Laureth Sulfate, Coco-Betaine, Dimethicone, Sodium Chloride, Cyclodextrin, Ppg-5-Ceteth-20, Sodium Benzoate, Salicylic Acid, Polyquaternium-6, Carbomer, Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Linalool, Limonene, Glyceryl Linoleate, Glyceryl Oleate, Safflower Glucoside, Butylphenyl Methylpropional, Citronellol, Iris Florentina / Iris Florentina Root Extract, Glyceryl Linolenate, Sodium Hydroxide, Citric Acid, Fragrance."
Potentialiste Hydrating & Soothing Scalp Serum, Kérastase,"Vitamin C Derivative, Prebiotics, Aqua/Water/Eau, Alcohol Denat., Bifida Ferment Lysate, Ascorbyl Glucoside, Aminomethyl Propanol, Peg-40 Hydrogenated Castor Oil, Carbomer, Mannose, Polysorbate 21, Alpha-Glucan Oligosaccharide, Phenoxyethanol, Glycerin, Pentylene Glycol, Polymnia Sonchifolia Root Juice, Faex Extract/Yeast Extract/Extrait De Levure, Sodium Benzoate, Maltodextrin, Limonene, Geraniol, Hexyl Cinnamal, Benzyl Benzoate, Benzyl Alcohol, Lactobacillus, Linalool, Citral, Parfum/Fragrance. C258427/1."
Curl Manifesto Sulfate-Free Shampoo for Curly Hair, Kérastase,"Manuka Honey, Ceramides, Aqua/Water/Eau, Sodium C14-16 Olefin Sulfonate, Glycerin, Cocamide Mea, Cocamidopropyl Betaine, Glycol Distearate, Sodium Chloride, Sodium Lauroyl Sarcosinate, Hexylene Glycol, Citric Acid, Sodium Hydroxide, Sodium Benzoate, Coco, Betaine, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Salicylic Acid, Carbomer, Benzyl Salicylate, Benzoic Acid, Linalool, Polyquaternium-7, Benzyl Alcohol, Mel Extract/Honey Extract, 2-Oleamido-1, 3-Octadecanediol, Parfum/Fragrance."
